record_id,record_grain,circle,circle_short_name,region_name,state_name,city_name,pr_created_by,project_name,sub_project_name,project_id,site_id,site_name,site_type,technology,budget_category_name,natural_account,po_number,po_line_id,line_number,po_type,po_status,vendor_id,vendor_name,buyer_name,project_manager_name,po_date,delivery_start_date,delivery_end_date,need_by_date,promised_date,payment_terms,po_description,item_code,item_description,material_service,item_head,item_sub,item_sub_sub,uom,unit_price_inr,quantity_ordered,quantity_received_line_total,quantity_cancelled_line_total,quantity_billed_to_date,quantity_open_line_total,po_line_amount_inr,received_amount_line_total_inr,billed_amount_to_date_inr,open_po_amount_inr,line_closure_status,shipment_line_status_code,fulfilment_event_number,receipt_type,grn_service_entry_number,grn_service_entry_date,event_received_quantity,event_accepted_quantity,event_rejected_quantity,event_receipt_amount_inr,receipt_status,inspection_status,rfai_date,isq_short_status,isq_milestone,invoice_number,invoice_date,invoice_quantity,invoice_basic_amount_inr,invoice_tax_amount_inr,invoice_total_amount_inr,invoice_status,three_way_match_status,hold_reason,payment_status,payment_date,po_ageing_days,po_ageing_slab,delivery_delay_days,rfai_ageing_days,rfai_ageing_slab,invoice_ageing_days,invoice_ageing_slab,receipt_completion_pct,billing_completion_pct,delayed_po_flag,invoice_without_receipt_flag,overbilling_flag,closure_readiness_flag,wcc_status,amendment_status,as_of_date
REC-000884,PO_LINE_FULFILMENT_ALLOCATION,Tamil Nadu,TN,South,Tamil Nadu,Coimbatore,Priya Iyer,Tamil Nadu Tower Fiberization Program,Priority Sites,PRJ-FIBERIZATION-TN-2026,TN-COI-0836,Coimbatore Site 0836,IBS,Transmission,CAPEX,540210,PO-2026-00176,PO-2026-00176-001,1,Service,Partially Fulfilled,V015,CoreLink Equipment India,Priya Iyer,Kavita Joshi,2026-03-08,2026-04-02,2026-07-24,2026-07-04,2026-07-17,45 days from invoice,Service PO for Optical fibre trenching and laying at Coimbatore Site 0836,SRV-OFC-LAY,Optical fibre trenching and laying,Service,Network Services,Fibre Deployment,OFC Laying,KM,128800,12,7.69,0,2.98,4.31,1545600,990472.0,383824.0,555128.0,Partially Fulfilled,Partially Fulfilled,3,Service Entry Sheet,SES-2026-000884,2026-04-17,1.66,1.66,0.0,213808.0,Accepted,Passed,2026-04-14,Accepted,Service Entry Approved,,,0,0,0,0,Not Invoiced,Not Applicable,,Not Due,,130,91-180 days,-91,93,91-180 days,,,64.08,24.83,N,N,N,N,Pending,No Amendment,2026-07-16
REC-000885,PO_LINE_FULFILMENT_ALLOCATION,Tamil Nadu,TN,South,Tamil Nadu,Coimbatore,Priya Iyer,Tamil Nadu Tower Fiberization Program,Priority Sites,PRJ-FIBERIZATION-TN-2026,TN-COI-1511,Coimbatore Site 1511,Ground Based Tower,5G,CAPEX,540210,PO-2026-00176,PO-2026-00176-002,2,Service,Partially Fulfilled,V015,CoreLink Equipment India,Priya Iyer,Kavita Joshi,2026-03-08,2026-04-02,2026-07-24,2026-05-22,2026-05-26,45 days from invoice,Service PO for RF and structural site survey at Coimbatore Site 1511,SRV-SURVEY,RF and structural site survey,Service,Professional Services,Survey,Site Survey,SITE,60000,3,1.42,0.00,0.62,1.58,180000,85200.00,37200.00,94800.00,Partially Fulfilled,Partially Fulfilled,1,Service Entry Sheet,SES-2026-000885,2026-06-15,1.42,1.42,0.00,85200.00,Accepted,Passed,2026-04-24,Accepted,Work Completion Confirmed,INV-V015-2026-000885,2026-06-30,0.62,37200.00,6696.00,43896.00,On Hold,Matched,,On Hold,,130,91-180 days,-32,83,61-90 days,16,0-30 days,47.33,20.67,Y,N,N,N,Not Required,No Amendment,2026-07-16
REC-000886,PO_LINE_FULFILMENT_ALLOCATION,Tamil Nadu,TN,South,Tamil Nadu,Coimbatore,Priya Iyer,Tamil Nadu Tower Fiberization Program,Priority Sites,PRJ-FIBERIZATION-TN-2026,TN-COI-1511,Coimbatore Site 1511,Ground Based Tower,5G,CAPEX,540210,PO-2026-00176,PO-2026-00176-002,2,Service,Partially Fulfilled,V015,CoreLink Equipment India,Priya Iyer,Kavita Joshi,2026-03-08,2026-04-02,2026-07-24,2026-05-22,2026-05-26,45 days from invoice,Service PO for RF and structural site survey at Coimbatore Site 1511,SRV-SURVEY,RF and structural site survey,Service,Professional Services,Survey,Site Survey,SITE,60000,3,1.42,0.00,0.62,1.58,180000,85200.00,37200.00,94800.00,Partially Fulfilled,Partially Fulfilled,2,Service Entry Sheet,,,0.00,0.00,0.00,0.00,Not Received,Not Applicable,,Not Started,PO Released,,,0.00,0.00,0.00,0.00,Not Invoiced,Not Applicable,,Not Due,,130,91-180 days,-55,,,,,47.33,20.67,Y,N,N,N,Submitted,No Amendment,2026-07-16
REC-000887,PO_LINE_FULFILMENT_ALLOCATION,Tamil Nadu,TN,South,Tamil Nadu,Coimbatore,Priya Iyer,Tamil Nadu Tower Fiberization Program,Priority Sites,PRJ-FIBERIZATION-TN-2026,TN-COI-1668,Coimbatore Site 1668,IBS,5G,CAPEX,540210,PO-2026-00176,PO-2026-00176-003,3,Service,Open,V015,CoreLink Equipment India,Priya Iyer,Kavita Joshi,2026-03-08,2026-04-02,2026-07-24,2026-07-02,2026-07-03,45 days from invoice,Service PO for Site security and access management at Coimbatore Site 1668,SRV-SECURITY,Site security and access management,Service,Managed Services,Site Security,Security Service,MONTH,38400,67,0,14.75,0,52.25,2572800,0,0,2006400.0,Open,Open,1,Service Entry Sheet,,,0,0,0,0,Not Received,Not Applicable,,Not Started,PO Released,,,0,0,0,0,Not Invoiced,Not Applicable,,Not Due,,130,91-180 days,13,,,,,0.0,0.0,Y,N,N,N,Not Required,No Amendment,2026-07-16
REC-000888,PO_LINE_FULFILMENT_ALLOCATION,Tamil Nadu,TN,South,Tamil Nadu,Coimbatore,Priya Iyer,Tamil Nadu Tower Fiberization Program,Priority Sites,PRJ-FIBERIZATION-TN-2026,TN-COI-2055,Coimbatore Site 2055,Small Cell,4G,CAPEX,540210,PO-2026-00176,PO-2026-00176-004,4,Service,Fully Fulfilled,V015,CoreLink Equipment India,Priya Iyer,Kavita Joshi,2026-03-08,2026-04-02,2026-07-24,2026-05-07,2026-05-09,45 days from invoice,Service PO for Tower foundation and civil works at Coimbatore Site 2055,SRV-CIVIL-FOUND,Tower foundation and civil works,Service,Civil Works,Foundation,Tower Foundation,LOT,353800,4,4.0,0,1.59,0,1415200,1415200.0,562542.0,0,Fully Fulfilled,Fully Fulfilled,1,Service Entry Sheet,SES-2026-000888,2026-06-23,2.42,2.3,0.12,813740.0,Partially Accepted,Passed with Rejection,2026-06-23,Closed,Work Completion Confirmed,INV-V015-2026-000888,2026-07-10,1.59,562542.0,101257.56,663799.56,Approved,Matched,,Due,,130,91-180 days,45,23,0-30 days,6,0-30 days,100.0,39.75,N,N,N,Y,Pending,Under Amendment,2026-07-16
REC-000889,PO_LINE_FULFILMENT_ALLOCATION,Tamil Nadu,TN,South,Tamil Nadu,Coimbatore,Priya Iyer,Tamil Nadu Tower Fiberization Program,Priority Sites,PRJ-FIBERIZATION-TN-2026,TN-COI-2055,Coimbatore Site 2055,Small Cell,4G,CAPEX,540210,PO-2026-00176,PO-2026-00176-004,4,Service,Finally Closed,V015,CoreLink Equipment India,Priya Iyer,Kavita Joshi,2026-03-08,2026-04-02,2026-07-24,2026-05-07,2026-05-09,45 days from invoice,Service PO for Tower foundation and civil works at Coimbatore Site 2055,SRV-CIVIL-FOUND,Tower foundation and civil works,Service,Civil Works,Foundation,Tower Foundation,LOT,353800,4,4.0,0,2.98,0,1415200,1415200.0,1054324.0,0,Fully Fulfilled,Fully Fulfilled,2,Service Entry Sheet,SES-2026-000889,2026-04-28,1.58,1.58,0.0,559004.0,Accepted,Passed,2026-04-27,Accepted,Work Completion Confirmed,INV-V015-2026-000889,2026-05-04,1.39,491782.0,88520.76,580302.76,Paid,Quantity Variance,,Paid,2026-07-16,130,91-180 days,-11,80,61-90 days,73,61-90 days,100.0,74.5,N,N,N,Y,Not Required,No Amendment,2026-07-16
REC-000890,PO_LINE_FULFILMENT_ALLOCATION,Telangana,TS,South,Telangana,Warangal,Sanjay Gupta,Telangana Site Power Modernization,Coverage Gaps,PRJ-POWER-UPGRADE-TS-2025,TS-WAR-5066,Warangal Site 5066,Pole Site,5G,OPEX,610140,PO-2025-00177,PO-2025-00177-001,1,Supply,Finally Closed,V003,Skyline Passive Infra Solutions,Sanjay Gupta,Rahul Deshmukh,2025-09-09,2025-09-19,2026-04-01,2026-01-01,2026-01-13,45 days from invoice,Supply PO for 1 Gbps Microwave Radio Link at Warangal Site 5066,MAT-MW-1G,1 Gbps Microwave Radio Link,Material,Transmission,Microwave,Microwave Link,PAIR,313900,21,21.0,0,14.66,0,6591900,6591900.0,4601774.0,0,Fully Fulfilled,Fully Fulfilled,1,GRN,GRN-2025-000890,2025-10-20,20.39,20.15,0.24,6325085.0,Partially Accepted,Passed with Rejection,2025-10-18,Accepted,Site Acceptance,INV-V003-2025-000890,2025-10-30,14.66,4601774.0,828319.32,5430093.32,Paid,Matched,,Paid,2025-12-01,310,>180 days,-85,271,>180 days,259,>180 days,100.0,69.81,N,N,N,Y,Not Required,No Amendment,2026-07-16
REC-000891,PO_LINE_FULFILMENT_ALLOCATION,Telangana,TS,South,Telangana,Warangal,Sanjay Gupta,Telangana Site Power Modernization,Coverage Gaps,PRJ-POWER-UPGRADE-TS-2025,TS-WAR-5066,Warangal Site 5066,Pole Site,5G,OPEX,610140,PO-2025-00177,PO-2025-00177-001,1,Supply,Fully Fulfilled,V003,Skyline Passive Infra Solutions,Sanjay Gupta,Rahul Deshmukh,2025-09-09,2025-09-19,2026-04-01,2026-01-01,2026-01-13,45 days from invoice,Supply PO for 1 Gbps Microwave Radio Link at Warangal Site 5066,MAT-MW-1G,1 Gbps Microwave Radio Link,Material,Transmission,Microwave,Microwave Link,PAIR,313900,21,21.0,0,15.16,0,6591900,6591900.0,4758724.0,0,Fully Fulfilled,Fully Fulfilled,2,GRN,GRN-2025-000891,2025-12-02,0.61,0.61,0.0,191479.0,Accepted,Passed,2025-11-30,Accepted,Site Acceptance,INV-V003-2025-000891,2025-12-18,0.5,156950.0,28251.0,185201.0,Booked,Matched,,Overdue,,310,>180 days,-42,228,>180 days,210,>180 days,100.0,72.19,N,N,N,N,Not Required,No Amendment,2026-07-16
REC-000892,PO_LINE_FULFILMENT_ALLOCATION,Telangana,TS,South,Telangana,Warangal,Sanjay Gupta,Telangana Site Power Modernization,Coverage Gaps,PRJ-POWER-UPGRADE-TS-2025,TS-WAR-1039,Warangal Site 1039,Rooftop Tower,Transmission,OPEX,610140,PO-2025-00177,PO-2025-00177-002,2,Supply,Partially Fulfilled,V003,Skyline Passive Infra Solutions,Sanjay Gupta,Rahul Deshmukh,2025-09-09,2025-09-19,2026-04-01,2026-01-17,2026-01-20,45 days from invoice,Supply PO for 15 kVA Diesel Generator at Warangal Site 1039,MAT-DG-15KVA,15 kVA Diesel Generator,Material,Power Equipment,Backup Power,Diesel Generator,EA,355500,14,4.29,0,0,9.71,4977000,1525095.0,0,3451905.0,Partially Fulfilled,Partially Fulfilled,1,GRN,GRN-2025-000892,2025-11-27,4.29,3.99,0.3,1418445.0,Partially Accepted,Passed with Rejection,2025-11-24,Completed,Material Delivered,,,0,0,0,0,Not Invoiced,Not Applicable,,Not Due,,310,>180 days,-54,234,>180 days,,,30.64,0.0,Y,N,N,N,Not Required,No Amendment,2026-07-16
REC-000893,PO_LINE_FULFILMENT_ALLOCATION,Telangana,TS,South,Telangana,Warangal,Sanjay Gupta,Telangana Site Power Modernization,Coverage Gaps,PRJ-POWER-UPGRADE-TS-2025,TS-WAR-0727,Warangal Site 0727,Rooftop Tower,5G,OPEX,610140,PO-2025-00177,PO-2025-00177-003,3,Supply,Partially Fulfilled,V003,Skyline Passive Infra Solutions,Sanjay Gupta,Rahul Deshmukh,2025-09-09,2025-09-19,2026-04-01,2025-10-29,2025-11-11,45 days from invoice,Supply PO for Outdoor Telecom Cabinet at Warangal Site 0727,MAT-ODC,Outdoor Telecom Cabinet,Material,Passive Equipment,Shelter,Outdoor Cabinet,EA,108300,27,11.39,0,9.75,15.61,2924100,1233537.0,1055925.0,1690563.0,Partially Fulfilled,Partially Fulfilled,1,GRN,GRN-2025-000893,2025-09-21,11.39,11.23,0.16,1216209.0,Partially Accepted,Passed with Rejection,2025-09-17,Accepted,Installation Completed,INV-V003-2025-000893,2025-10-03,9.75,1055925.0,190066.5,1245991.5,Approved,Matched,,Overdue,,310,>180 days,-51,302,>180 days,286,>180 days,42.19,36.11,Y,N,N,N,Not Required,No Amendment,2026-07-16
REC-000894,PO_LINE_FULFILMENT_ALLOCATION,Maharashtra,MH,West,Maharashtra,Aurangabad,Sanjay Gupta,Maharashtra Tower Fiberization Program,Priority Sites,PRJ-FIBERIZATION-MH-2025,MH-AUR-4363,Aurangabad Site 4363,Pole Site,Transmission,CAPEX,620250,PO-2025-00178,PO-2025-00178-001,1,Supply,Open,V006,Vertex Civil & Electrical Works,Sanjay Gupta,Nitin Bose,2025-12-10,2025-12-28,2026-02-23,2026-01-13,2026-01-14,30 days from invoice,Supply PO for Ground Based Tower Steel Structure at Aurangabad Site 4363,MAT-TOWER-GBT,Ground Based Tower Steel Structure,Material,Passive Equipment,Tower,GBT Structure,MT,127400,70,0,0,0,70,8918000,0,0,8918000,Open,Open,1,GRN,,,0,0,0,0,Not Received,Not Applicable,,Not Started,PO Released,,,0,0,0,0,Not Invoiced,Not Applicable,,Not Due,,218,>180 days,183,,,,,0.0,0.0,Y,N,N,N,Not Required,No Amendment,2026-07-16
REC-000895,PO_LINE_FULFILMENT_ALLOCATION,Maharashtra,MH,West,Maharashtra,Aurangabad,Sanjay Gupta,Maharashtra Tower Fiberization Program,Priority Sites,PRJ-FIBERIZATION-MH-2025,MH-AUR-8776,Aurangabad Site 8776,Rooftop Tower,5G,CAPEX,620250,PO-2025-00178,PO-2025-00178-002,2,Supply,Partially Fulfilled,V006,Vertex Civil & Electrical Works,Sanjay Gupta,Nitin Bose,2025-12-10,2025-12-28,2026-02-23,2026-04-30,2026-05-04,30 days from invoice,Supply PO for 1 Gbps Microwave Radio Link at Aurangabad Site 8776,MAT-MW-1G,1 Gbps Microwave Radio Link,Material,Transmission,Microwave,Microwave Link,PAIR,219100,32,22.96,0.00,8.90,9.04,7011200,5030536.00,1949990.00,1980664.00,Partially Fulfilled,Partially Fulfilled,1,GRN,GRN-2025-000895,2025-12-22,22.96,22.96,0.00,5030536.00,Accepted,Passed,2026-01-19,Accepted,Installation Completed,INV-V006-2025-000895,2025-12-30,8.90,1949990.00,350998.20,2300988.20,On Hold,Price Variance,,On Hold,,218,>180 days,-105,178,91-180 days,198,>180 days,71.75,27.81,Y,N,N,N,Not Required,No Amendment,2026-07-16
REC-000896,PO_LINE_FULFILMENT_ALLOCATION,Maharashtra,MH,West,Maharashtra,Aurangabad,Sanjay Gupta,Maharashtra Tower Fiberization Program,Priority Sites,PRJ-FIBERIZATION-MH-2025,MH-AUR-0520,Aurangabad Site 0520,IBS,4G/5G,CAPEX,620250,PO-2025-00178,PO-2025-00178-003,3,Supply,Partially Fulfilled,V006,Vertex Civil & Electrical Works,Sanjay Gupta,Nitin Bose,2025-12-10,2025-12-28,2026-02-23,2026-02-06,2026-02-20,30 days from invoice,Supply PO for Lithium-Ion Battery Bank at Aurangabad Site 0520,MAT-BATT-LI,Lithium-Ion Battery Bank,Material,Power Equipment,Energy Storage,Battery Bank,SET,161200,14,9.82,0.00,5.05,4.18,2256800,1582984.00,814060.00,673816.00,Partially Fulfilled,Partially Fulfilled,1,GRN,GRN-2026-000896,2026-01-16,6.82,6.82,0.00,1099384.00,Accepted,Passed,2026-02-13,Closed,Commissioning Complete,INV-V006-2026-000896,2026-01-26,5.05,814060.00,146530.80,960590.80,Approved,Matched,,Overdue,,218,>180 days,-7,153,91-180 days,171,91-180 days,70.14,36.07,Y,N,N,N,Not Required,No Amendment,2026-07-16
REC-000897,PO_LINE_FULFILMENT_ALLOCATION,Maharashtra,MH,West,Maharashtra,Aurangabad,Sanjay Gupta,Maharashtra Tower Fiberization Program,Priority Sites,PRJ-FIBERIZATION-MH-2025,MH-AUR-0520,Aurangabad Site 0520,IBS,4G/5G,CAPEX,620250,PO-2025-00178,PO-2025-00178-003,3,Supply,Partially Fulfilled,V006,Vertex Civil & Electrical Works,Sanjay Gupta,Nitin Bose,2025-12-10,2025-12-28,2026-02-23,2026-02-06,2026-02-20,30 days from invoice,Supply PO for Lithium-Ion Battery Bank at Aurangabad Site 0520,MAT-BATT-LI,Lithium-Ion Battery Bank,Material,Power Equipment,Energy Storage,Battery Bank,SET,161200,14,9.82,0.00,5.75,4.18,2256800,1582984.00,926900.00,673816.00,Partially Fulfilled,Partially Fulfilled,2,GRN,GRN-2026-000897,2026-03-26,2.34,2.34,0.00,377208.00,Accepted,Passed,2026-01-25,Accepted,Material Delivered,INV-V006-2026-000897,2026-04-01,0.70,112840.00,20311.20,133151.20,Booked,Quantity Variance,,Overdue,,218,>180 days,-25,172,91-180 days,106,91-180 days,70.14,41.07,Y,N,N,N,Not Required,No Amendment,2026-07-16
REC-000898,PO_LINE_FULFILMENT_ALLOCATION,Maharashtra,MH,West,Maharashtra,Aurangabad,Sanjay Gupta,Maharashtra Tower Fiberization Program,Priority Sites,PRJ-FIBERIZATION-MH-2025,MH-AUR-0520,Aurangabad Site 0520,IBS,4G/5G,CAPEX,620250,PO-2025-00178,PO-2025-00178-003,3,Supply,Partially Fulfilled,V006,Vertex Civil & Electrical Works,Sanjay Gupta,Nitin Bose,2025-12-10,2025-12-28,2026-02-23,2026-02-06,2026-02-20,30 days from invoice,Supply PO for Lithium-Ion Battery Bank at Aurangabad Site 0520,MAT-BATT-LI,Lithium-Ion Battery Bank,Material,Power Equipment,Energy Storage,Battery Bank,SET,161200,14,9.82,0.00,5.81,4.18,2256800,1582984.00,936572.00,673816.00,Partially Fulfilled,Partially Fulfilled,3,GRN,GRN-2026-000898,2026-03-04,0.66,0.66,0.00,106392.00,Accepted,Passed,2026-04-28,Accepted,Site Acceptance,INV-V006-2026-000898,2026-03-08,0.06,9672.00,1740.96,11412.96,On Hold,Matched,,On Hold,,218,>180 days,67,79,61-90 days,130,91-180 days,70.14,41.50,Y,N,N,N,Not Required,No Amendment,2026-07-16
REC-000899,PO_LINE_FULFILMENT_ALLOCATION,Gujarat,GJ,West,Gujarat,Rajkot,Amit Sharma,Gujarat Tower Fiberization Program,Modernization Batch,PRJ-FIBERIZATION-GJ-2026,GJ-RAJ-3750,Rajkot Site 3750,Rooftop Tower,4G,CAPEX,540320,PO-2026-00179,PO-2026-00179-001,1,Service,Partially Fulfilled,V015,CoreLink Equipment India,Amit Sharma,Arjun Patel,2026-03-02,2026-03-14,2026-07-18,2026-05-02,2026-05-12,90 days from invoice,Service PO for Tower operations and maintenance service at Rajkot Site 3750,SRV-O&M,Tower operations and maintenance service,Service,Managed Services,Tower O&M,Preventive Maintenance,MONTH,53900,36,8.52,0.00,2.42,27.48,1940400,459228.00,130438.00,1481172.00,Partially Fulfilled,Partially Fulfilled,1,Service Entry Sheet,SES-2026-000899,2026-06-14,5.42,5.42,0.00,292138.00,Accepted,Passed,2026-05-09,Closed,Work Completion Confirmed,INV-V015-2026-000899,2026-06-30,2.42,130438.00,23478.84,153916.84,Approved,Quantity Variance,,Due,,136,91-180 days,0,68,61-90 days,16,0-30 days,23.67,6.72,Y,N,N,N,Not Required,No Amendment,2026-07-16
REC-000900,PO_LINE_FULFILMENT_ALLOCATION,Gujarat,GJ,West,Gujarat,Rajkot,Amit Sharma,Gujarat Tower Fiberization Program,Modernization Batch,PRJ-FIBERIZATION-GJ-2026,GJ-RAJ-3750,Rajkot Site 3750,Rooftop Tower,4G,CAPEX,540320,PO-2026-00179,PO-2026-00179-001,1,Service,Partially Fulfilled,V015,CoreLink Equipment India,Amit Sharma,Arjun Patel,2026-03-02,2026-03-14,2026-07-18,2026-05-02,2026-05-12,90 days from invoice,Service PO for Tower operations and maintenance service at Rajkot Site 3750,SRV-O&M,Tower operations and maintenance service,Service,Managed Services,Tower O&M,Preventive Maintenance,MONTH,53900,36,8.52,0.00,3.13,27.48,1940400,459228.00,168707.00,1481172.00,Partially Fulfilled,Partially Fulfilled,2,Service Entry Sheet,SES-2026-000900,2026-05-05,1.40,1.40,0.00,75460.00,Accepted,Passed,2026-04-10,Accepted,Milestone Certified,INV-V015-2026-000900,2026-05-10,0.71,38269.00,6888.42,45157.42,On Hold,Matched,,On Hold,,136,91-180 days,-27,97,91-180 days,67,61-90 days,23.67,8.69,Y,N,N,N,Submitted,No Amendment,2026-07-16
REC-000901,PO_LINE_FULFILMENT_ALLOCATION,Gujarat,GJ,West,Gujarat,Rajkot,Amit Sharma,Gujarat Tower Fiberization Program,Modernization Batch,PRJ-FIBERIZATION-GJ-2026,GJ-RAJ-3750,Rajkot Site 3750,Rooftop Tower,4G,CAPEX,540320,PO-2026-00179,PO-2026-00179-001,1,Service,Partially Fulfilled,V015,CoreLink Equipment India,Amit Sharma,Arjun Patel,2026-03-02,2026-03-14,2026-07-18,2026-05-02,2026-05-12,90 days from invoice,Service PO for Tower operations and maintenance service at Rajkot Site 3750,SRV-O&M,Tower operations and maintenance service,Service,Managed Services,Tower O&M,Preventive Maintenance,MONTH,53900,36,8.52,0.00,3.40,27.48,1940400,459228.00,183260.00,1481172.00,Partially Fulfilled,Partially Fulfilled,3,Service Entry Sheet,SES-2026-000901,2026-06-26,1.70,1.70,0.00,91630.00,Accepted,Passed,2026-03-28,Closed,Work Completion Confirmed,INV-V015-2026-000901,2026-06-30,0.27,14553.00,2619.54,17172.54,On Hold,Matched,,On Hold,,136,91-180 days,-45,110,91-180 days,16,0-30 days,23.67,9.44,Y,N,N,N,Not Required,No Amendment,2026-07-16
REC-000902,PO_LINE_FULFILMENT_ALLOCATION,Karnataka,KA,South,Karnataka,Hubballi,Rohit Menon,Karnataka 5G Network Expansion,Coverage Gaps,PRJ-5G-ROLLOUT-KA-2025,KA-HUB-2447,Hubballi Site 2447,Rooftop Tower,4G,CAPEX,540210,PO-2025-00180,PO-2025-00180-001,1,Supply,Fully Fulfilled,V009,Trident Tower Maintenance Services,Rohit Menon,Vikram Singh,2025-12-31,2026-01-19,2026-06-06,2026-03-21,2026-03-29,60 days from invoice,Supply PO for Massive MIMO Antenna at Hubballi Site 2447,MAT-ANT-MIMO,Massive MIMO Antenna,Material,Active Equipment,Antenna,64T64R Antenna,EA,394900,7,7.0,0,0,0,2764300,2764300.0,0,0,Fully Fulfilled,Fully Fulfilled,1,GRN,GRN-2026-000902,2026-04-23,4.8,4.8,0.0,1895520.0,Accepted,Passed,2026-04-22,Accepted,Material Delivered,,,0,0,0,0,Not Invoiced,Not Applicable,,Not Due,,197,>180 days,25,85,61-90 days,,,100.0,0.0,N,N,N,N,Not Required,Amended,2026-07-16
REC-000903,PO_LINE_FULFILMENT_ALLOCATION,Karnataka,KA,South,Karnataka,Hubballi,Rohit Menon,Karnataka 5G Network Expansion,Coverage Gaps,PRJ-5G-ROLLOUT-KA-2025,KA-HUB-2447,Hubballi Site 2447,Rooftop Tower,4G,CAPEX,540210,PO-2025-00180,PO-2025-00180-001,1,Supply,Fully Fulfilled,V009,Trident Tower Maintenance Services,Rohit Menon,Vikram Singh,2025-12-31,2026-01-19,2026-06-06,2026-03-21,2026-03-29,60 days from invoice,Supply PO for Massive MIMO Antenna at Hubballi Site 2447,MAT-ANT-MIMO,Massive MIMO Antenna,Material,Active Equipment,Antenna,64T64R Antenna,EA,394900,7,7.0,0,2.08,0,2764300,2764300.0,821392.0,0,Fully Fulfilled,Fully Fulfilled,2,GRN,GRN-2026-000903,2026-02-17,2.2,2.2,0.0,868780.0,Accepted,Passed,2026-02-13,Accepted,Installation Completed,INV-V009-2026-000903,2026-02-25,2.08,821392.0,147850.56,969242.56,On Hold,Matched,GRN mismatch,On Hold,,197,>180 days,-40,153,91-180 days,141,91-180 days,100.0,29.71,N,N,N,N,Not Required,No Amendment,2026-07-16
REC-000904,PO_LINE_FULFILMENT_ALLOCATION,West Bengal,WB,East,West Bengal,Durgapur,Amit Sharma,West Bengal New Tower Rollout,Modernization Batch,PRJ-TOWER-NEWBUILD-WB-2026,WB-DUR-5975,Durgapur Site 5975,Pole Site,5G,CAPEX,610140,PO-2026-00181,PO-2026-00181-001,1,Supply,Open,V006,Vertex Civil & Electrical Works,Amit Sharma,Kavita Joshi,2026-05-28,2026-06-24,2026-07-17,2026-08-27,2026-09-07,60 days from invoice,Supply PO for 5G Remote Radio Unit at Durgapur Site 5975,MAT-RRU-5G,5G Remote Radio Unit,Material,Active Equipment,Radio Equipment,5G RRU,EA,229900,27,0.00,0.00,0.00,27.00,6207300,0.00,0.00,6207300.00,Open - Unfulfilled,Open - Unfulfilled,1,GRN,,,0.00,0.00,0.00,0.00,Not Received,Not Applicable,,Not Started,PO Released,,,0.00,0.00,0.00,0.00,Not Invoiced,Not Applicable,,Not Due,,49,31-60 days,-86,,,,,0.00,0.00,Y,N,N,N,Not Required,No Amendment,2026-07-16
REC-000905,PO_LINE_FULFILMENT_ALLOCATION,West Bengal,WB,East,West Bengal,Durgapur,Amit Sharma,West Bengal New Tower Rollout,Modernization Batch,PRJ-TOWER-NEWBUILD-WB-2026,WB-DUR-9663,Durgapur Site 9663,Small Cell,Transmission,CAPEX,610140,PO-2026-00181,PO-2026-00181-002,2,Supply,Open,V006,Vertex Civil & Electrical Works,Amit Sharma,Kavita Joshi,2026-05-28,2026-06-24,2026-07-17,2026-09-10,2026-09-20,60 days from invoice,Supply PO for Lithium-Ion Battery Bank at Durgapur Site 9663,MAT-BATT-LI,Lithium-Ion Battery Bank,Material,Power Equipment,Energy Storage,Battery Bank,SET,267000,10,0.00,0.00,0.00,10.00,2670000,0.00,0.00,2670000.00,Open - Unfulfilled,Open - Unfulfilled,1,GRN,,,0.00,0.00,0.00,0.00,Not Received,Not Applicable,,Not Started,PO Released,,,0.00,0.00,0.00,0.00,Not Invoiced,Not Applicable,,Not Due,,49,31-60 days,-88,,,,,0.00,0.00,Y,N,N,N,Not Required,Under Amendment,2026-07-16
REC-000906,PO_LINE_FULFILMENT_ALLOCATION,West Bengal,WB,East,West Bengal,Durgapur,Amit Sharma,West Bengal New Tower Rollout,Modernization Batch,PRJ-TOWER-NEWBUILD-WB-2026,WB-DUR-9663,Durgapur Site 9663,Small Cell,Transmission,CAPEX,610140,PO-2026-00181,PO-2026-00181-002,2,Supply,Open,V006,Vertex Civil & Electrical Works,Amit Sharma,Kavita Joshi,2026-05-28,2026-06-24,2026-07-17,2026-09-10,2026-09-20,60 days from invoice,Supply PO for Lithium-Ion Battery Bank at Durgapur Site 9663,MAT-BATT-LI,Lithium-Ion Battery Bank,Material,Power Equipment,Energy Storage,Battery Bank,SET,267000,10,0.00,0.00,0.00,10.00,2670000,0.00,0.00,2670000.00,Open - Unfulfilled,Open - Unfulfilled,2,GRN,,,0.00,0.00,0.00,0.00,Not Received,Not Applicable,,Not Started,PO Released,,,0.00,0.00,0.00,0.00,Not Invoiced,Not Applicable,,Not Due,,49,31-60 days,-89,,,,,0.00,0.00,Y,N,N,N,Not Required,No Amendment,2026-07-16
